Trx Number/ Cross Ref,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Bill-to Customer,__amount_target_col__,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Batch Name,Bill-to Customer Site,Due Date,Primary Salesperson,Po Number,Bill-to Customer Account Number,Document Number
245014,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,464.32,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-07 00:00:00,Dorse House Account,26035063,3442,1.510000014e+11
244852,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,820,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-08 00:00:00,Dorse House Account,BF928563,4103,1.510000005e+11
242088,Conversion,Invoice,Invoice,Yes,Complete,MORGAN MECHANICAL LLC,5000,USD,2026-01-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3610,2026-02-12 00:00:00,Dorse House Account,30622,3183,1.510000008e+11
245404,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,288,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-20 00:00:00,Dorse House Account,692815,3377,1.510000015e+11
244500-1,Conversion,Invoice,Invoice,Yes,Complete,JH KELLY LLC,4501.85,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3951,2026-03-15 00:00:00,Dorse House Account,25460.0051,3686,1.51e+11
244544,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,3600,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-03-15 00:00:00,Dorse House Account,1057809-09741,3336,1.510000004e+11
245113-2,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,568.7,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-29 00:00:00,Dorse House Account,54429-9926,4010,1.510000007e+11
244962,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,293.52,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-06 00:00:00,Dorse House Account,3220,4006,1.510000014e+11
245397,Conversion,Credit Memo,Credit Memo,No,Incomplete,HOLMBERG COMPANY,-15505.89,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,3333,NaT,Dorse House Account,Microsoft EAT12 Data Cent,3828,
243789,Conversion,Invoice,Invoice,Yes,Complete,AMS,210.2,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-02-08 00:00:00,Dorse House Account,Polaris,3112,1.510000007e+11
245434,Conversion,Invoice,Invoice,Yes,Complete,HOOVER COMMERCIAL REFRIGERATION INC,854.99,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3785,2026-03-15 00:00:00,Dorse House Account,30520,3836,1.510000016e+11
244242,Conversion,Invoice,Invoice,Yes,Complete,BLUE MOUNTAIN MECHANICAL INC,595,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4407,2026-03-22 00:00:00,Dorse House Account,BM1354,3079,1.510000008e+11
246067,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),45.36,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-03-29 00:00:00,Dorse House Account,60940805,3666,1.510000014e+11
243332,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,75,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-18 00:00:00,Dorse House Account,682748,3377,1.510000005e+11
244713-1,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,1750,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-15 00:00:00,Dorse House Account,3016,4006,1.510000006e+11
244116,Conversion,Invoice,Invoice,Yes,Complete,EMERALD AIRE INC,12245,USD,2026-02-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3175,2026-03-25 00:00:00,Dorse House Account,2250704006,4293,1.510000016e+11
245848,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,859.2,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-27 00:00:00,Dorse House Account,26055168,3442,1.510000014e+11
244971,Conversion,Invoice,Invoice,Yes,Complete,HOOVER COMMERCIAL REFRIGERATION INC,796,USD,2026-02-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3785,2026-03-05 00:00:00,Dorse House Account,30311,3836,1.510000016e+11
245641,Conversion,Invoice,Invoice,Yes,Complete,DK SYSTEMS,665.65,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2999,2026-03-20 00:00:00,Dorse House Account,63356,3243,1.510000011e+11
245635,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,1000.4,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-26 00:00:00,Dorse House Account,Wesley Homes Des Moines,4010,1.510000013e+11
244669-4,Conversion,Invoice,Invoice,Yes,Complete,AMS,1775,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-19 00:00:00,Dorse House Account,Planet Fitness Sammamish,3112,1.510000011e+11
245209,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,9985,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-22 00:00:00,Dorse House Account,1022875-80161,3528,1.510000002e+11
244908,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,1085.04,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-06 00:00:00,Dorse House Account,JM928915,4103,1.510000006e+11
243667,Conversion,Invoice,Invoice,Yes,Complete,SOUND HEATING AND A/C,130,USD,2026-01-14 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3405,2026-02-13 00:00:00,Dorse House Account,Kittitas,3297,1.510000016e+11
242300,Conversion,Invoice,Invoice,Yes,Complete,AMS,174.45,USD,2025-12-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-01-07 00:00:00,Dorse House Account,WORP,3112,1.510000011e+11
245405,Conversion,Invoice,Invoice,Yes,Complete,RAINIER METAL WORKS,619.05,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34334,2026-03-20 00:00:00,Dorse House Account,101684-23050,3370,1.510000003e+11
242986,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,43.2,USD,2025-12-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-01-16 00:00:00,Dorse House Account,2509-2720,3557,1.510000003e+11
243201,Conversion,Invoice,Invoice,Yes,Complete,MBI CONSTRUCTION SERVICES,290,USD,2025-12-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2323,2026-01-21 00:00:00,Dorse House Account,214197,3486,1.510000007e+11
244113,Conversion,Invoice,Invoice,Yes,Complete,PACIFIC AIR CONTROL INC,3450,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4906,2026-03-29 00:00:00,Dorse House Account,PO 10657,3849,1.510000002e+11
240832-2,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,4192.62,USD,2026-01-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-26 00:00:00,Dorse House Account,PO033158,4269,1.510000015e+11
241323,Conversion,Invoice,Invoice,Yes,Complete,UPTOWN MECHANICAL,1820,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3769,2026-03-20 00:00:00,Dorse House Account,Kent bldg. Exhaust,4202,1.510000006e+11
246136,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,154.1,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-29 00:00:00,Dorse House Account,3300,4006,1.510000008e+11
239374,Conversion,Invoice,Invoice,Yes,Complete,BASIN REFRIGERATION & HEATING,879,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3067,2026-03-18 00:00:00,Dorse House Account,620856-086,4185,1.51000001e+11
239304,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,6400,USD,2026-01-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-12 00:00:00,Dorse House Account,681994,3377,1.510000005e+11
245966,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,90.96,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-29 00:00:00,Dorse House Account,1K4233.010422,3125,1.510000016e+11
239399,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,15940,USD,2025-12-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-01-28 00:00:00,Dorse House Account,30348,4289,1.510000016e+11
245912,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,875,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-26 00:00:00,Dorse House Account,695351,3377,1.510000005e+11
242353,Conversion,Invoice,Invoice,Yes,Complete,DELTA TECHNOLOGY CORPORATION,10450,USD,2026-01-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4595,2026-02-25 00:00:00,Dorse House Account,3577-2406-630,3607,1.510000012e+11
244691,Conversion,Invoice,Invoice,Yes,Complete,FARRINGTON AIR QUALITY SERVICES,380,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34317,2026-02-28 00:00:00,Dorse House Account,DSHS,4346,1.510000008e+11
244840,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,1425,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-07 00:00:00,Dorse House Account,26029028,3442,1.510000004e+11
244250,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1615,USD,2026-01-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-19 00:00:00,Dorse House Account,687087,3377,1.510000005e+11
242913,Conversion,Invoice,Invoice,Yes,Complete,AMS,1565.12,USD,2025-12-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-01-18 00:00:00,Dorse House Account,Polaris,3112,1.510000007e+11
242544,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,1267.91,USD,2025-12-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-01-04 00:00:00,Dorse House Account,2333-2725,3557,1.510000011e+11
244969,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,336,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-06 00:00:00,Dorse House Account,PO038363,4269,1.510000014e+11
244922,Conversion,Invoice,Invoice,Yes,Complete,NORTH CASCADES HEATING & A/C,249,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4472,2026-03-15 00:00:00,Dorse House Account,2-6417-25106C,3612,1.510000001e+11
242978-1,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,1639,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-12 00:00:00,Dorse House Account,1K4233.010346,3125,1.510000016e+11
245020,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,1866,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-14 00:00:00,Dorse House Account,PO038405-1,4269,1.510000014e+11
245439,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,275.86,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-20 00:00:00,Dorse House Account,1K4233.010410,3125,1.510000016e+11
239401,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,675,USD,2025-12-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-01-04 00:00:00,Dorse House Account,30346,4289,1.510000016e+11
242960,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,4027,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-28 00:00:00,Dorse House Account,31839,4289,1.51000001e+11
244968,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,89.94,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-06 00:00:00,Dorse House Account,26034069,3442,1.51000001e+11
245041-2,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,1093.71,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-15 00:00:00,Dorse House Account,32542,4289,1.510000002e+11
245590,Conversion,Invoice,Invoice,Yes,Complete,AIR SYSTEMS ENGINEERING INC,880,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2696,2026-03-29 00:00:00,Dorse House Account,04538/M-00003,3987,1.510000005e+11
243776,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,198.6,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-02-08 00:00:00,Dorse House Account,2511-2775,3557,1.510000005e+11
244897,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,352.41,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-06 00:00:00,Dorse House Account,691047,3377,1.510000011e+11
245545,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,188.44,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,693257,3377,1.510000003e+11
243911,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,497.5,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-15 00:00:00,Dorse House Account,686020,3377,1.510000009e+11
242932,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,3000,USD,2025-12-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-01-16 00:00:00,Dorse House Account,R250054,3576,1.510000008e+11
245286,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,370,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2026-03-28 00:00:00,Dorse House Account,SS3231/W-00002,3049,1.510000007e+11
242640,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,1605,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-15 00:00:00,Dorse House Account,31741,4289,1.51000001e+11
244986,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,564.92,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-06 00:00:00,Dorse House Account,691111,3377,1.510000011e+11
245334,Conversion,Invoice,Invoice,Yes,Complete,EMERALD AIRE INC,5355,USD,2026-02-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3175,2026-03-21 00:00:00,Dorse House Account,2250208001,4293,1.510000014e+11
244211-3,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,4402.18,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-19 00:00:00,Dorse House Account,25220CNC,3887,1.510000002e+11
243628-1,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,4945,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-02-22 00:00:00,Dorse House Account,2201,3557,1.510000013e+11
244775-2,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,175,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-04 00:00:00,Dorse House Account,26030030,3442,1.510000016e+11
244607,Conversion,Invoice,Invoice,Yes,Complete,RSD REFRIGERATION SUPPLIES DISTRIBUTOR,676,USD,2026-01-28 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3948,2026-02-27 00:00:00,Dorse House Account,4229528-00,4184,1.510000009e+11
244967,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,43.5,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-06 00:00:00,Dorse House Account,24347107,3442,1.510000008e+11
244775,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,222,USD,2026-01-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-01 00:00:00,Dorse House Account,26030030,3442,1.510000016e+11
245603,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,320,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-20 00:00:00,Dorse House Account,1023188-45248,3528,1.510000002e+11
244162,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),62.72,USD,2026-01-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-02-18 00:00:00,Dorse House Account,70870899,3666,1.510000008e+11
245566,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,500.36,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,693397,3377,1.510000011e+11
245999,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,703,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-29 00:00:00,Dorse House Account,695854,3377,1.510000015e+11
244901,Conversion,Invoice,Invoice,Yes,Complete,PACIFIC ONE CONSTRUCTION INC,308,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34311,2026-03-07 00:00:00,Dorse House Account,East Park,4049,1.510000009e+11
243801,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,1247,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-22 00:00:00,Dorse House Account,32064,4289,1.510000008e+11
245237,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,935.92,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-14 00:00:00,Dorse House Account,26040093,3442,1.510000002e+11
243540,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,14660,USD,2026-01-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-02-19 00:00:00,Dorse House Account,1051490,3336,1.510000014e+11
243942,Conversion,Invoice,Invoice,Yes,Complete,AIR DESIGN,260,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2425,2026-03-28 00:00:00,Dorse House Account,Friedrich Wall Sleeve,3583,1.510000009e+11
245727,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,1169.02,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-29 00:00:00,Dorse House Account,25357078,3442,1.510000002e+11
245814-1,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,163.02,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-29 00:00:00,Dorse House Account,694522,3377,1.510000005e+11
244554,Conversion,Invoice,Invoice,Yes,Complete,ENVIROMECH,68.74,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3007,2026-02-22 00:00:00,Dorse House Account,25-484,3868,1.510000013e+11
239376,Conversion,Invoice,Invoice,Yes,Complete,BASIN REFRIGERATION & HEATING,1275,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3067,2026-03-14 00:00:00,Dorse House Account,620856-086,4185,1.51000001e+11
245962,Conversion,Invoice,Invoice,Yes,Complete,NORTH CASCADES HEATING & A/C,164.07,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4472,2026-03-26 00:00:00,Dorse House Account,2-6628-25106C,3612,1.510000009e+11
245542,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,808.3,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-22 00:00:00,Dorse House Account,SP929049,4103,1.510000006e+11
242964-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,901.79,USD,2026-01-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-25 00:00:00,Dorse House Account,31670,4289,1.510000017e+11
245631,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,1482.03,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-26 00:00:00,Dorse House Account,3265,4006,1.51000001e+11
244905,Conversion,Invoice,Invoice,Yes,Complete,COMFORT SYSTEMS USA NW,12.68,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5116,2026-03-11 00:00:00,Dorse House Account,3000 Northup,3753,1.510000017e+11
243273-1,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,9880,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-02-21 00:00:00,Dorse House Account,23474-213549,4018,1.510000008e+11
244923-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,3874,USD,2026-02-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-25 00:00:00,Dorse House Account,32484,4289,1.510000004e+11
244159,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,119.87,USD,2026-01-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-18 00:00:00,Dorse House Account,687071,3377,1.510000005e+11
244545,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,5355,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-03-04 00:00:00,Dorse House Account,1057809-09741,3336,1.510000004e+11
245782,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,213.4,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-27 00:00:00,Dorse House Account,694298,3377,1.510000013e+11
243376,Conversion,Invoice,Invoice,Yes,Complete,DAYCO HEATING & AIR,2800,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3374,2026-03-22 00:00:00,Dorse House Account,106747155,3606,1.510000009e+11
243437,Conversion,Invoice,Invoice,Yes,Complete,MCCLINTOCK & TURK,22360,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4162,2026-03-27 00:00:00,Dorse House Account,5427,4173,1.510000012e+11
244710,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,78,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-20 00:00:00,Dorse House Account,690069,3377,1.510000003e+11
245162,Conversion,Credit Memo,Credit Memo,No,Incomplete,UNITED SYSTEMS MECHANICAL INC,-66.9,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,3714,NaT,Dorse House Account,54343-9885,4010,
245172-1,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,23.84,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-12 00:00:00,Dorse House Account,691770,3377,1.510000001e+11
245651,Conversion,Invoice,Invoice,Yes,Complete,DK SYSTEMS,272,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2999,2026-03-26 00:00:00,Dorse House Account,63993,3243,1.510000016e+11
245949-2,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,55.5,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-27 00:00:00,Dorse House Account,54244-9868,4010,1.510000005e+11
245629,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,2482.79,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-26 00:00:00,Dorse House Account,2B4476.000005,3125,1.510000005e+11
239760-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,5284,USD,2025-12-31 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-01-30 00:00:00,Dorse House Account,C252304,4289,1.510000017e+11
244324-1,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1114,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-26 00:00:00,Dorse House Account,687417,3377,1.51000001e+11
243810,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,252.34,USD,2026-01-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-02-12 00:00:00,Dorse House Account,26013184,3442,1.510000016e+11
243655,Conversion,Credit Memo,Credit Memo,No,Incomplete,HOOVER COMMERCIAL REFRIGERATION INC,-657.5,USD,2026-01-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,3785,NaT,Dorse House Account,26791,3836,
242843,Conversion,Invoice,Invoice,Yes,Complete,ENVIROMECH,109,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3007,2026-02-22 00:00:00,Dorse House Account,25-484,3868,1.510000007e+11
245489,Conversion,Invoice,Invoice,Yes,Complete,AIR SYSTEMS ENGINEERING INC,7605,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2696,2026-03-29 00:00:00,Dorse House Account,4526M15,3987,1.510000003e+11
