Trx Number/ Cross Ref,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Bill-to Customer,__amount_target_col__,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Batch Name,Bill-to Customer Site,Due Date,Primary Salesperson,Po Number,Bill-to Customer Account Number,Document Number
245659,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,409.5,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-27 00:00:00,Dorse House Account,3230,4006,1.51000001e+11
239916-1,Conversion,Invoice,Invoice,Yes,Complete,METALCRAFT MECHANICAL,963.64,USD,2025-12-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4575,2026-01-25 00:00:00,Dorse House Account,9661,4124,1.510000013e+11
244916,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,450,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2026-03-04 00:00:00,Dorse House Account,30014739,3049,1.510000009e+11
245558,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,164.58,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-20 00:00:00,Dorse House Account,1023159-57693,3528,1.510000002e+11
243599,Conversion,Invoice,Invoice,Yes,Complete,STEELE MECHANICAL,430,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34315,2026-02-08 00:00:00,Dorse House Account,Mosaic apartments,3387,1.510000011e+11
246184,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,1118.06,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-03-29 00:00:00,Dorse House Account,166390-131913,3336,1.510000002e+11
244176-1,Conversion,Invoice,Invoice,Yes,Complete,AIR DESIGN,237,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2425,2026-03-06 00:00:00,Dorse House Account,Missoula FSD/Fans,3583,1.510000003e+11
242301-2,Conversion,Invoice,Invoice,Yes,Complete,DAYCO HEATING & AIR,7195,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3374,2026-03-11 00:00:00,Dorse House Account,106267277,3606,1.510000009e+11
245799,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,2687.54,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-26 00:00:00,Dorse House Account,690046,3377,1.510000003e+11
241596,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,2268,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-21 00:00:00,Dorse House Account,PO034248-1 20-24-22330,4269,1.510000004e+11
243757,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,441,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-08 00:00:00,Dorse House Account,3020,4006,1.510000006e+11
242947-1,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,16.96,USD,2025-12-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-01-16 00:00:00,Dorse House Account,2201-2725,3557,1.510000013e+11
240867-1,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,1232,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-08 00:00:00,Dorse House Account,PO033172,4269,1.510000015e+11
244138,Conversion,Invoice,Invoice,Yes,Complete,EMERALD AIRE INC,2992,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3175,2026-02-21 00:00:00,Dorse House Account,11805,4293,1.510000008e+11
244236-2,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,750,USD,2026-02-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-03-05 00:00:00,Dorse House Account,2201,3557,1.510000013e+11
245967,Conversion,Invoice,Invoice,Yes,Complete,EMERALD AIRE INC,800,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3175,2026-03-28 00:00:00,Dorse House Account,12349,4293,1.510000008e+11
244993,Conversion,Invoice,Invoice,Yes,Complete,JRT MECHANICAL INC,2085,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4590,2026-03-28 00:00:00,Dorse House Account,1520,3188,1.510000012e+11
241626-2,Conversion,Invoice,Invoice,Yes,Complete,R & H MECHANICAL INC,1059,USD,2026-01-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3176,2026-02-19 00:00:00,Dorse House Account,118668,3032,1.510000014e+11
245354,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,320,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-15 00:00:00,Dorse House Account,691980,3377,1.510000011e+11
245614,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,80.76,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,693579,3377,1.510000015e+11
239292-2,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,11907,USD,2025-12-01 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2025-12-31 00:00:00,Dorse House Account,M3011/W-00006,3049,1.510000009e+11
242736-1,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,245,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-02-28 00:00:00,Dorse House Account,1057114-09495,3336,1.510000014e+11
245063,Conversion,Invoice,Invoice,Yes,Complete,PRECISE HEATING & COOLING LLC,1109.13,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2471,2026-03-12 00:00:00,Dorse House Account,Alloy,3904,1.510000009e+11
243685,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,3920,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-08 00:00:00,Dorse House Account,1021709-46261,3528,1.510000017e+11
244539,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,32100,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-26 00:00:00,Dorse House Account,JM00592,3887,1.510000017e+11
243191,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,4450,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-06 00:00:00,Dorse House Account,25350183,3442,1.510000008e+11
245059,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,4060,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-13 00:00:00,Dorse House Account,JM00594,3887,1.510000017e+11
244970,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,275,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-15 00:00:00,Dorse House Account,23267-216456,4018,1.510000002e+11
241526,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,4847.41,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-06 00:00:00,Dorse House Account,PO034153,4269,1.510000011e+11
243809,Conversion,Invoice,Invoice,Yes,Complete,R & H MECHANICAL INC,3066,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3176,2026-03-13 00:00:00,Dorse House Account,71548491-101,3032,1.510000014e+11
243508,Conversion,Invoice,Invoice,Yes,Complete,SOUND HEATING AND A/C,118,USD,2025-12-31 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3405,2026-01-30 00:00:00,Dorse House Account,Kendrick Landing,3297,1.510000006e+11
243627-1,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,659,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-08 00:00:00,Dorse House Account,684408,3377,1.510000012e+11
244112,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,297.9,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-15 00:00:00,Dorse House Account,PO037345,4269,1.510000007e+11
242275,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,1701,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-12 00:00:00,Dorse House Account,PO034177,4269,1.510000004e+11
243913-1,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,9810,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-03-07 00:00:00,Dorse House Account,R250255,3576,1.510000003e+11
243264,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,100.44,USD,2026-01-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-12 00:00:00,Dorse House Account,685669,3377,1.510000003e+11
246054,Conversion,Invoice,Invoice,Yes,Complete,STEELE MECHANICAL,300,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34315,2026-03-28 00:00:00,Dorse House Account,Mosaic & VMP,3387,1.510000011e+11
245267,Conversion,Invoice,Invoice,Yes,Complete,AIR SYSTEMS ENGINEERING INC,59.2,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2696,2026-03-13 00:00:00,Dorse House Account,4414M39,3987,1.510000003e+11
245242,Conversion,Invoice,Invoice,Yes,Complete,GROPP HEATING AIR & ELECTRIC,623.28,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4448,2026-03-20 00:00:00,Dorse House Account,32838,3539,1.510000006e+11
244441-2,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,70,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-06 00:00:00,Dorse House Account,1022319-63374,3528,1.510000012e+11
245205,Conversion,Invoice,Invoice,Yes,Complete,DIAMOND HEATING,346.08,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2312,2026-03-12 00:00:00,Dorse House Account,Tukwila 1,4231,1.510000007e+11
245228-2,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,4342,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-28 00:00:00,Dorse House Account,54347-9897,4010,1.510000009e+11
245547,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,2575,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-03-26 00:00:00,Dorse House Account,R260335,3576,1.510000003e+11
245082,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,200.34,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-06 00:00:00,Dorse House Account,25229,3887,1.510000002e+11
244556,Conversion,Invoice,Invoice,Yes,Complete,COWDREY MECHANICAL SYSTEMS LLC,155.66,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4912,2026-03-08 00:00:00,Dorse House Account,M-CO1InandOut,3309,1.510000005e+11
243142-1,Conversion,Invoice,Invoice,Yes,Complete,AMS,29.8,USD,2025-12-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-01-21 00:00:00,Dorse House Account,Polaris at Totam Lake,3112,1.510000013e+11
242477,Conversion,Invoice,Invoice,Yes,Complete,DIAMOND CONSTRUCTION SERVICES LLC,234.5,USD,2025-12-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3208,2026-01-02 00:00:00,Dorse House Account,Puyallup 1,3501,1.510000012e+11
245380,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,1094,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2026-03-22 00:00:00,Dorse House Account,SS3231/W-00002,3049,1.510000007e+11
245786,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,618.89,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-27 00:00:00,Dorse House Account,694315,3377,1.510000013e+11
244063,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,1902,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-08 00:00:00,Dorse House Account,32113,4289,1.510000017e+11
244581-2,Conversion,Invoice,Invoice,Yes,Complete,ENVIROMECH,890,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3007,2026-03-26 00:00:00,Dorse House Account,25-696-RM,3868,1.510000006e+11
243573,Conversion,Invoice,Invoice,Yes,Complete,VITAL MECHANICAL SERVICE,1409.53,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2472,2026-02-08 00:00:00,Dorse House Account,305111,4042,1.510000015e+11
244982,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,1170,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-13 00:00:00,Dorse House Account,53865-9868,4010,1.510000015e+11
245031,Conversion,Invoice,Invoice,Yes,Complete,ABSOLUTE COMFORT TECHNOLOGY,761,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3493,2026-03-14 00:00:00,Dorse House Account,260013,4229,1.510000001e+11
242339,Conversion,Invoice,Invoice,Yes,Complete,AMS,720,USD,2025-12-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-01-21 00:00:00,Dorse House Account,022-015,3112,1.510000015e+11
245283,Conversion,Invoice,Invoice,Yes,Complete,REFRIGERATION UNLIMITED,1056.46,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3337,2026-03-13 00:00:00,Dorse House Account,PO000013174,4217,1.510000006e+11
244778,Conversion,Invoice,Invoice,Yes,Complete,STEELHEAD MECHANICAL,1796,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2180,2026-03-13 00:00:00,Dorse House Account,travis8,3543,1.510000006e+11
245041-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,2734.29,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-13 00:00:00,Dorse House Account,32542,4289,1.510000004e+11
245922,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,660,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-28 00:00:00,Dorse House Account,25357078,3442,1.510000017e+11
245809,Conversion,Credit Memo,Credit Memo,No,Incomplete,TOTAL ENERGY MANAGEMENT,-101.01,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,2868,NaT,Dorse House Account,23492-216762,4018,
245646,Conversion,Invoice,Invoice,Yes,Complete,DELTA TECHNOLOGY CORPORATION,1030,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4595,2026-03-26 00:00:00,Dorse House Account,3587-2403-630,3607,1.510000012e+11
245169,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,1020,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-12 00:00:00,Dorse House Account,JM00596,3887,1.510000017e+11
244500,Conversion,Invoice,Invoice,Yes,Complete,JH KELLY LLC,1218.15,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3951,2026-03-13 00:00:00,Dorse House Account,25460.0051,3686,1.51e+11
244543,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,5890,USD,2026-02-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-03-25 00:00:00,Dorse House Account,1057809-09741,3336,1.510000004e+11
244615-2,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,1586,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-13 00:00:00,Dorse House Account,32346,4289,1.510000004e+11
245330,Conversion,Invoice,Invoice,Yes,Complete,DIAMOND CONSTRUCTION SERVICES LLC,29.56,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3208,2026-03-14 00:00:00,Dorse House Account,Tukwila 1,3501,1.510000002e+11
244112-2,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,70.75,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-15 00:00:00,Dorse House Account,PO037345,4269,1.510000007e+11
244471,Conversion,Invoice,Invoice,Yes,Complete,STEELE MECHANICAL,710.8,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34315,2026-03-23 00:00:00,Dorse House Account,KOZ,3387,1.510000001e+11
245399,Conversion,Invoice,Invoice,Yes,Complete,PACIFIC AIR CONTROL INC,428,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4906,2026-03-19 00:00:00,Dorse House Account,10762,3849,1.510000002e+11
243700,Conversion,Invoice,Invoice,Yes,Complete,K & D MECHANICAL INC,725,USD,2026-01-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2580,2026-02-07 00:00:00,Dorse House Account,Crash Champions,4090,1.510000003e+11
245128,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,16600,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,690951,3377,1.510000015e+11
244920-7,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,5000,USD,2026-02-28 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-30 00:00:00,Dorse House Account,BF928870,4103,1.510000003e+11
244372-1,Conversion,Invoice,Invoice,Yes,Complete,BLYTHE MECHANICAL INC,10000,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4766,2026-03-18 00:00:00,Dorse House Account,15215,3223,1.510000007e+11
245322,Conversion,Invoice,Invoice,Yes,Complete,CAMPBELL & COMPANY INC,3850,USD,2026-02-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3800,2026-03-21 00:00:00,Dorse House Account,1249086,4252,1.510000009e+11
245856,Conversion,Invoice,Invoice,Yes,Complete,VITAL MECHANICAL SERVICE,336.01,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2472,2026-03-27 00:00:00,Dorse House Account,305996,4042,1.51000001e+11
244669-2,Conversion,Invoice,Invoice,Yes,Complete,AMS,150,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-14 00:00:00,Dorse House Account,Planet Fitness Sammamish,3112,1.510000011e+11
240476,Conversion,Invoice,Invoice,Yes,Complete,GASLINE MECHANICAL INC,446,USD,2025-10-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3066,2025-11-15 00:00:00,Dorse House Account,DHABA,3699,1.510000001e+11
244409,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,2190,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-22 00:00:00,Dorse House Account,3185,4006,1.510000006e+11
240867,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,3331.66,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-08 00:00:00,Dorse House Account,PO033172,4269,1.510000015e+11
244045,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,180.9,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-15 00:00:00,Dorse House Account,686670,3377,1.51000001e+11
244419,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,172.18,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-22 00:00:00,Dorse House Account,2820,4006,1.510000007e+11
243960,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,964.52,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-15 00:00:00,Dorse House Account,3154,4006,1.510000006e+11
245092,Conversion,Invoice,Invoice,Yes,Complete,PSF MECHANICAL,497.14,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3039,2026-03-12 00:00:00,Dorse House Account,43880-1165-0204,3322,1.510000007e+11
243384,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,194.22,USD,2025-12-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-01-22 00:00:00,Dorse House Account,2333-0181,3557,1.510000013e+11
245003,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,820.3,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-07 00:00:00,Dorse House Account,PO038281,4269,1.510000001e+11
246033,Conversion,Invoice,Invoice,Yes,Complete,JH KELLY LLC,52.4,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3951,2026-03-29 00:00:00,Dorse House Account,25460.0098,3686,1.51e+11
245424,Conversion,Invoice,Invoice,Yes,Complete,CAPITAL HEATING & COOLING,200,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3758,2026-03-15 00:00:00,Dorse House Account,Lacey Lift Station,3785,1.51000001e+11
245172,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,114.16,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-12 00:00:00,Dorse House Account,691770,3377,1.510000001e+11
245028,Conversion,Invoice,Invoice,Yes,Complete,PHOENIX MECHANICAL INC,400,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3908,2026-03-13 00:00:00,Dorse House Account,1164,3625,1.510000001e+11
243812,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,181.92,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-02-08 00:00:00,Dorse House Account,2509-2720,3557,1.510000003e+11
245524,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,483.08,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-28 00:00:00,Dorse House Account,23123-208654,4018,1.510000016e+11
243764-1,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,261,USD,2026-01-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-02-16 00:00:00,Dorse House Account,1021801-63374,3528,1.510000017e+11
245210,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,60,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-12 00:00:00,Dorse House Account,691897,3377,1.510000003e+11
245030,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,527,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-22 00:00:00,Dorse House Account,23478-213451,4018,1.510000006e+11
246150,Conversion,Invoice,Invoice,Yes,Complete,THE SALCIDO CONNECTION INC,56,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2932,2026-03-29 00:00:00,Dorse House Account,17704B,3769,1.510000008e+11
244694,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,3031.6,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-12 00:00:00,Dorse House Account,25191CNC,3887,1.510000017e+11
239520,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,496,USD,2025-12-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-01-07 00:00:00,Dorse House Account,30381,4289,1.510000014e+11
242424-1,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,490,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2026-02-08 00:00:00,Dorse House Account,23935/W-00009,3049,1.510000013e+11
245867,Conversion,Invoice,Invoice,Yes,Complete,RAINIER METAL WORKS,272.25,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34334,2026-03-27 00:00:00,Dorse House Account,101728-230092,3370,1.510000003e+11
243223-1,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,542,USD,2026-01-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-01 00:00:00,Dorse House Account,BF928363,4103,1.510000005e+11
243913,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,250,USD,2026-01-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-02-18 00:00:00,Dorse House Account,R250255,3576,1.510000003e+11
243889,Conversion,Invoice,Invoice,Yes,Complete,AIR DESIGN,2505,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2425,2026-03-28 00:00:00,Dorse House Account,Friedrich WHVT14B33A,3583,1.510000001e+11
244899,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),18.42,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-03-06 00:00:00,Dorse House Account,60940673,3666,1.510000016e+11
239377,Conversion,Invoice,Invoice,Yes,Complete,BASIN REFRIGERATION & HEATING,891,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3067,2026-03-15 00:00:00,Dorse House Account,620856-086,4185,1.51000001e+11
245506,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,147.12,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-20 00:00:00,Dorse House Account,26044088,3442,1.510000002e+11
