PARTY_NAME,PARTY_NUMBER,PARTY_SITE_ID,SITE_USE_ID,SITE_USE_CODE,PARTY_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,CUST_ACCOUNT_ID,ACCOUNT_STATUS,PARTY_SITE_NUMBER,PARTY_SITE_STATUS,START_DATE,END_DATE,PRIMARY_FLAG,BILL_TO_FLAG,SHIP_TO_FLAG,LOCATION,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,CITY,POSTAL_CODE,STATE,COUNTRY,row_number
SIMMONS A/C,15614,100000046345582,100000046355145,BILL_TO,100000046340470,5293,SIMMONS A/C,100000046350920,A,16503,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6832,1318 PAMPAS DR,,,,MONTGOMERY,36117,AL,US,
R & R PLUMBING CONTR,15615,100000046345583,100000046354053,BILL_TO,100000046340471,3368,R & R PLUMBING CONTR,100000046348995,A,16504,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5740,11018 HIGH POINT COVE,,,,OLIVE BRANCH,38654,MS,US,
TP WOODSIDE,15616,100000046344515,100000046354054,BILL_TO,100000046340472,4575,TP WOODSIDE,100000046350202,A,15436,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5741,60 LAWRENCE BELL DR,,,,BUFFALO,14221,NY,US,
UNIVERSITY OF MEMPHIS,15617,100000046345584,100000046355146,BILL_TO,100000046340473,3369,UNIVERSITY OF MEMPHIS,100000046348996,A,16505,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6833,275 ADMINISTRATION BLDG,,,,MEMPHIS,38152-3370,TN,US,
UNIVERSITY OF MEMPHIS,15617,100000046346172,100000046353573,BILL_TO,100000046340473,3369,UNIVERSITY OF MEMPHIS,100000046348996,A,17093,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5260,3750 DESOTO AVE,,,,MEMPHIS,38152,TN,US,
CARTYS COOLING COMPANY,15618,100000046345586,100000046353844,BILL_TO,100000046340474,4931,CARTYS COOLING COMPANY,100000046350558,A,16507,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5531,1655B SLOCUM RD,,,,HERNANDO,38632,MS,US,
A & B MECHANICAL INC,15619,100000046345587,100000046354942,BILL_TO,100000046340475,3560,A & B MECHANICAL INC,100000046349187,A,16508,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6629,307 WALKER CIR,,,,RICHLAND,39218,MS,US,
RIPLEY HIGH SCHOOL,15620,100000046346450,100000046354112,BILL_TO,100000046340476,5296,RIPLEY HIGH SCHOOL,100000046350923,A,17371,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5799,720 S CLAYTON,,,,RIPLEY,38663,MS,US,
GRADUATE OXFORD HOTEL,15621,100000046345822,100000046354522,BILL_TO,100000046340477,4381,GRADUATE OXFORD HOTEL,100000046350008,A,16743,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6209,400 N LAMAR BLVD,,,,OXFORD,38655,MS,US,
KJS MP JOINT VENTURE LLC,15622,100000046346455,100000046354949,BILL_TO,100000046340478,4933,KJS MP JOINT VENTURE LLC,100000046350560,A,17376,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6636,PO BOX 54291,,,,MILLINGTON,38054,TN,US,
SLEEP INN,15623,100000046346178,100000046353848,BILL_TO,100000046340479,4579,SLEEP INN,100000046350206,A,17099,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5535,824 REELFOOT DR,,,,DYERSBURG,38024,TN,US,
WESTIN MEMPHIS BEALE ST,15624,100000046346458,100000046354953,BILL_TO,100000046340480,4581,WESTIN MEMPHIS BEALE ST,100000046350208,A,17379,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6640,170 LT GEORGE W LEE AVE,,,,MEMPHIS,38103,TN,US,
TLP ACQUISITION HOLDINGS LLC,15625,100000046346180,100000046354059,BILL_TO,100000046340481,3566,TLP ACQUISITION HOLDINGS LLC,100000046349193,A,17101,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5746,PO BOX 5660,,,,DENVER,80217-5660,CO,US,
CITY WATER & LIGHT,15626,100000046344731,100000046354062,BILL_TO,100000046340482,4619,CITY WATER & LIGHT,100000046350246,A,15652,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5749,PO BOX 1280,,,,JONESBORO,72403,AR,US,
CITY WATER & LIGHT,15626,100000046346181,100000046354393,BILL_TO,100000046340482,4619,CITY WATER & LIGHT,100000046350246,A,17102,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6080,105 W JOHNSON,,,,JONESBORO,72403,AR,US,
REMINGTON ARMS,15627,100000046345032,100000046354394,BILL_TO,100000046340483,4620,REMINGTON ARMS,100000046350247,A,15953,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6081,2592 HWY 15 N,,,,LONOKE,72086,AR,US,
THE HOSPITALITY HUB,15628,100000046345825,100000046354997,BILL_TO,100000046340484,4583,THE HOSPITALITY HUB,100000046350210,A,16746,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6684,590 WASHINGTON AVE,,,,MEMPHIS,38105,TN,US,
ALLIED SUPPLY,15629,100000046344732,100000046354528,BILL_TO,100000046340485,3568,ALLIED SUPPLY,100000046349195,A,15653,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6215,6300 MURRY ST,,,,LITTLE ROCK,72209,AR,US,
OMNI MANAGEMENT LLC,15630,100000046345593,100000046355001,BILL_TO,100000046340486,3377,OMNI MANAGEMENT LLC,100000046349004,A,16514,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6688,22 SPEEGLE ST,,,,DECATUR,35603,AL,US,
PURE AIR CONSULTANTS INC,15631,100000046344793,100000046354068,BILL_TO,100000046340487,3380,PURE AIR CONSULTANTS INC,100000046349007,A,15714,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5755,PO BOX 97842,,,,PEARL,39288,MS,US,
GAS PROCESSORS INC,15632,100000046345597,100000046354122,BILL_TO,100000046340488,5301,GAS PROCESSORS INC,100000046350928,A,16518,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5809,PO BOX 683,,,,COLUMBIA,39429,MS,US,
BROOKS REFRIGERATION HTG & AIR,15633,100000046345834,100000046354070,BILL_TO,100000046340489,3573,BROOKS REFRIGERATION HTG & AIR,100000046349200,A,16755,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5757,PO BOX 1854,,,,SOUTHAVEN,38671,MS,US,
TEK SERVICES LLC,15634,100000046345038,100000046353854,BILL_TO,100000046340490,4625,TEK SERVICES LLC,100000046350252,A,15959,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5541,PO BOX 694,,,,TIJERAS,87059,NM,US,
WAGAMANS HVAC,15635,100000046346472,100000046354397,BILL_TO,100000046340491,4398,WAGAMANS HVAC,100000046350025,A,17393,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6084,PO BOX 2595,,,,EVANS,30809,GA,US,
PVF INDUSTRIAL SUPPLY INC,15636,100000046345599,100000046354074,BILL_TO,100000046340492,4133,PVF INDUSTRIAL SUPPLY INC,100000046349760,A,16520,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5761,6203 PATTERSON RD,,,,LITTLE ROCK,72205,AR,US,
HIGGINS ELECTRIC LLC,15637,100000046345838,100000046353592,BILL_TO,100000046340493,4593,HIGGINS ELECTRIC LLC,100000046350220,A,16759,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5279,5099 OLD SUMMER RD,,,,MEMPHIS,38122,TN,US,
MARTIN MECHANICAL,15638,100000046346192,100000046355012,BILL_TO,100000046340494,3579,MARTIN MECHANICAL,100000046349206,A,17113,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6699,3191 GREENFIELD RD,,,,PEARL,39208,MS,US,
PHENIX SALON SUITES,15639,100000046345039,100000046355013,BILL_TO,100000046340495,4949,PHENIX SALON SUITES,100000046350576,A,15960,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6700,4699 POPLAR AVE,,,,MEMPHIS,38117,TN,US,
CLEAN AIR TECHNOLOGY,15640,100000046346196,100000046354078,BILL_TO,100000046340496,5308,CLEAN AIR TECHNOLOGY,100000046350935,A,17117,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5765,41105 CAPITAL DR,,,,CANTON,48187,MI,US,
ABSOLUTE COMFORT,15641,100000046345046,100000046354548,BILL_TO,100000046340497,4144,ABSOLUTE COMFORT,100000046349771,A,15967,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6235,3711 HOMEWOOD RD,,,,MEMPHIS,38118,TN,US,
ASCENT HOSPITALITY MGMNT CO,15642,100000046346204,100000046353869,BILL_TO,100000046340498,3863,ASCENT HOSPITALITY MGMNT CO,100000046349490,A,17125,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5556,1305 MALL OF GEORGIA BLVD,,,,BUFORD,30519,GA,US,
ARKANSAS VALLEY FEATHERS INC,15643,100000046344817,100000046353870,BILL_TO,100000046340499,3864,ARKANSAS VALLEY FEATHERS INC,100000046349491,A,15738,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5557,28419 HWY 87,,,,CALIFORNIA,65018,MO,US,
BENCHMARK MECHANICAL SERVICES,15644,100000046344818,100000046354086,BILL_TO,100000046340500,3866,BENCHMARK MECHANICAL SERVICES,100000046349493,A,15739,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5773,PO BOX 546,,,,MEMPHIS,38101,TN,US,
RYAN BOOTH,15645,100000046345613,100000046355223,BILL_TO,100000046340501,4959,RYAN BOOTH,100000046350586,A,16534,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6910,742 WE ROSS PKWY,,,,SOUTHAVEN,38671,MS,US,
INSOUTH BANK,15646,100000046346208,100000046355224,BILL_TO,100000046340502,4960,INSOUTH BANK,100000046350587,A,17129,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6911,5299 POPLAR AVE,,,,MEMPHIS,38119,TN,US,
KIMBERLY-CLARK CORPORATION,15647,100000046346209,100000046354138,BILL_TO,100000046340503,4961,KIMBERLY-CLARK CORPORATION,100000046350588,A,17130,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5825,7100 IMPERIAL DR,,,,WACO,76712,TX,US,
MEMPHIS HEAT & AIR,15648,100000046346484,100000046354139,BILL_TO,100000046340504,4962,MEMPHIS HEAT & AIR,100000046350589,A,17405,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5826,2884 CARGO CIR,,,,MEMPHIS,38818,TN,US,
SCHULLY STRAWN SERVICE,15649,100000046345048,100000046354088,BILL_TO,100000046340505,4414,SCHULLY STRAWN SERVICE,100000046350041,A,15969,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5775,2839 HESSMER AVE,,,,METAIRIE,70002,LA,US,
STAR SERVICE INC,15650,100000046345616,100000046355028,BILL_TO,100000046340506,4416,STAR SERVICE INC,100000046350043,A,16537,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6715,4663 HALLS MILL RD,,,,MOBILE,36693,AL,US,
CHOATE'S AIR CONDITIONING HEA,15651,100000046346213,100000046354143,BILL_TO,100000046340507,4965,CHOATE'S AIR CONDITIONING HEA,100000046350592,A,17134,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5830,236 S MOUNT PLEASANT RD,,,,COLLIERVILLE,38017,TN,US,
TUCKER'S HEATING & AIR LLC,15652,100000046344760,100000046353607,BILL_TO,100000046340508,3607,TUCKER'S HEATING & AIR LLC,100000046349234,A,15681,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5294,95 KELSEY DR,,,,LAUREL,39443,MS,US,
VIEW INC,15653,100000046345853,100000046355031,BILL_TO,100000046340509,5318,VIEW INC,100000046350945,A,16774,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6718,12380 KIRK RD,,,,OLIVE BRANCH,38654,MS,US,
RC MECHANICAL,15654,100000046344824,100000046354556,BILL_TO,100000046340510,4980,RC MECHANICAL,100000046350607,A,15745,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6243,PO BOX 902,,,,UNION CITY,38281,TN,US,
SVL SERVICE CORPORATION,15655,100000046345307,100000046355035,BILL_TO,100000046340511,4418,SVL SERVICE CORPORATION,100000046350045,A,16228,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6722,3454 41ST ST S,,,,FARGO,58104,ND,US,
JC HARTSFIELD CO INC,15656,100000046345308,100000046354145,BILL_TO,100000046340512,4154,JC HARTSFIELD CO INC,100000046349781,A,16229,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5832,2192 FILMORE AVE,,,,MEMPHIS,38114-4705,TN,US,
A2H,15657,100000046345059,100000046355037,BILL_TO,100000046340513,4421,A2H,100000046350048,A,15980,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6724,3009 DAVIES PLANTATION RD,,,,LAKELAND,38002,TN,US,
FIRST HORIZON,15658,100000046346223,100000046354094,BILL_TO,100000046340514,3877,FIRST HORIZON,100000046349504,A,17144,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5781,165 MADISON,,,,MEMPHIS,38103,TN,US,
ARKANSAS SURGICAL HOSPITAL,15659,100000046346492,100000046353884,BILL_TO,100000046340515,4975,ARKANSAS SURGICAL HOSPITAL,100000046350602,A,17413,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5571,5201 NSHORE DR,,,,NO LITTLE ROCK,72118,AR,US,
GLOBUS PARTNERSHIP,15660,100000046344769,100000046354433,BILL_TO,100000046340516,4976,GLOBUS PARTNERSHIP,100000046350603,A,15690,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6120,7975 STAGE HILLS BLVD #5,,,,MEMPHIS,38133,TN,US,
CAPSTONE MECHANICAL,15661,100000046344827,100000046355231,BILL_TO,100000046340517,5321,CAPSTONE MECHANICAL,100000046350948,A,15748,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6918,7100 IMPERIAL DR,,,,WACO,76712,TX,US,
KEIVANS HOSPITALITY,15662,100000046345858,100000046355081,BILL_TO,100000046340518,3880,KEIVANS HOSPITALITY,100000046349507,A,16779,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6768,22055 KATY FREEWAY,,,,KATY,77450,TX,US,
NORFOLK SOUTHERN INTERMODAL,15663,100000046345624,100000046355233,BILL_TO,100000046340519,4159,NORFOLK SOUTHERN INTERMODAL,100000046349786,A,16545,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6920,3000 NORFOLK SERN WAY,,,,COLLIERVILLE,38017,TN,US,
TREZEVANT ENTERPRISES INC,15664,100000046345860,100000046354152,BILL_TO,100000046340520,4993,TREZEVANT ENTERPRISES INC,100000046350620,A,16781,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5839,7092 POPLAR AVE,,,,GERMANTOWN,38138,TN,US,
ICON HOSPITALITY,15665,100000046346232,100000046354706,BILL_TO,100000046340521,5324,ICON HOSPITALITY,100000046350951,A,17153,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6393,210 S RACE ST,,,,URBANA,61801,IL,US,
GERDAU AMERISTEEL US,15666,100000046345865,100000046354581,BILL_TO,100000046340522,3887,GERDAU AMERISTEEL US,100000046349514,A,16786,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6268,801 GERDAU DR,,,,JACKSON,38305,TN,US,
AIR DOCTOR SOLUTIONS,15667,100000046345324,100000046355246,BILL_TO,100000046340523,4426,AIR DOCTOR SOLUTIONS,100000046350053,A,16245,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6933,PO BOX 842400,,,,HILDALE,84784,UT,US,
APPALACHIAN HEATING,15668,100000046345073,100000046355092,BILL_TO,100000046340524,5027,APPALACHIAN HEATING,100000046350654,A,15994,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6779,PO BOX 770,,,,BRADLEY,25818,WV,US,
APPALACHIAN HEATING,15668,100000046345325,100000046354716,BILL_TO,100000046340524,5027,APPALACHIAN HEATING,100000046350654,A,16246,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6403,6268 ROBERT C BYRD DR,,,,BRADLEY,25818,WV,US,
MID SOUTH CONTROLS,15669,100000046344779,100000046355094,BILL_TO,100000046340525,3893,MID SOUTH CONTROLS,100000046349520,A,15700,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6781,3803 POINTER TRAIL E,,,,VANBUREN,72956,AR,US,
S&V BHAKTA LLC,15670,100000046344846,100000046355095,BILL_TO,100000046340526,3626,S&V BHAKTA LLC,100000046349253,A,15767,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6782,22790 US HWY 59,,,,KINGWOOD,77339,TX,US,
BEST WESTERN PLUS LAKE CHARLES,15671,100000046345876,100000046353631,BILL_TO,100000046340527,3627,BEST WESTERN PLUS LAKE CHARLES,100000046349254,A,16797,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5318,1245 E PRIEN LAKE RD,,,,LAKE CHARLES,70601,LA,US,
CLIMATECRAFT INC,15672,100000046346506,100000046354161,BILL_TO,100000046340528,4431,CLIMATECRAFT INC,100000046350058,A,17427,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5848,1427 NW 3RD ST,,,,OKLAHOMA CITY,73106,OK,US,
MASON INDUSTRIES,15673,100000046345639,100000046354162,BILL_TO,100000046340529,4432,MASON INDUSTRIES,100000046350059,A,16560,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5849,PO BOX 410,,,,SMITHTOWN,11787,NY,US,
MGS REFRIGERATION,15674,100000046346261,100000046353899,BILL_TO,100000046340530,4664,MGS REFRIGERATION,100000046350291,A,17182,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5586,2749 N FLORIDA AVE,,,,ALAMOGORDO,88310,NM,US,
INMAN HEATING & AIR,15675,100000046346263,100000046354600,BILL_TO,100000046340531,4434,INMAN HEATING & AIR,100000046350061,A,17184,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6287,PO BOX 329,,,,BLACK ROCK,72415,AR,US,
DEHUMIDIFIED AIR SOLUTIONS,15676,100000046344855,100000046353900,BILL_TO,100000046340532,5036,DEHUMIDIFIED AIR SOLUTIONS,100000046350663,A,15776,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5587,5685 RUE CYPHIHOT,,,,SAINT-LAURENT,00415,QC,US,
MISSISSIPPI BRAVES,15677,100000046345339,100000046355302,BILL_TO,100000046340533,4179,MISSISSIPPI BRAVES,100000046349806,A,16260,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6989,PO BOX 97389,,,,PEARL,39288,MS,US,
KROGER/DELTA KMA,15679,100000046345885,100000046353904,BILL_TO,100000046340535,5038,KROGER/DELTA KMA,100000046350665,A,16806,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5591,PO BOX 1878,,,,MEMPHIS,38101,TN,US,
RUSHING MECHANICAL,15680,100000046345648,100000046354168,BILL_TO,100000046340536,4669,RUSHING MECHANICAL,100000046350296,A,16569,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5855,3728 CHERRY RD,,,,MEMPHIS,38118,TN,US,
TVEPA,15681,100000046346272,100000046353907,BILL_TO,100000046340537,3902,TVEPA,100000046349529,A,17193,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5594,PO BOX 513,,,,BATESVILLE,38606,MS,US,
MEMPHIS HUMANE SOCIETY,15682,100000046345102,100000046355306,BILL_TO,100000046340538,3648,MEMPHIS HUMANE SOCIETY,100000046349275,A,16023,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6993,935 FARM RD,,,,MEMPHIS,38134,TN,US,
AIR SERVICES & REFRIG SPEC,15683,100000046346273,100000046354504,BILL_TO,100000046340539,5052,AIR SERVICES & REFRIG SPEC,100000046350679,A,17194,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6191,PO BOX 14651,,,,SAVANNAH,31416,GA,US,
LINDA WORKMAN,15684,100000046345079,100000046353311,BILL_TO,100000046340540,5043,LINDA WORKMAN,100000046350670,A,16000,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4998,7842 BAILEE LN,,,,WALLS,38680,MS,US,
BROWN REFRIGERATION INC,15685,100000046346515,100000046353312,BILL_TO,100000046340541,5053,BROWN REFRIGERATION INC,100000046350680,A,17436,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4999,4882 ENGLISH TOWNE DR,,,,MEMPHIS,38128,TN,US,
C & I ELECTRICAL SUPPLY,15686,100000046346516,100000046355308,BILL_TO,100000046340542,5054,C & I ELECTRICAL SUPPLY,100000046350681,A,17437,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6995,PO BOX 2010,,,,JONESBORO,72402-2010,AR,US,
AYERS MECHANICAL,15687,100000046345106,100000046354614,BILL_TO,100000046340543,3650,AYERS MECHANICAL,100000046349277,A,16027,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6301,222 N MARKET ST,,,,VAN WERT,45891,OH,US,
CARRIER COMMERCIAL SERVICE,15688,100000046345107,100000046353317,BILL_TO,100000046340544,4186,CARRIER COMMERCIAL SERVICE,100000046349813,A,16028,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5004,97 S BYHALIA RD,,,,COLLIERVILLE,38017,TN,US,
CARRIER COMMERCIAL SERVICE,15688,100000046345655,100000046354616,BILL_TO,100000046340544,4186,CARRIER COMMERCIAL SERVICE,100000046349813,A,16576,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6303,3794 HWY 468,,,,PEARL,39208,MS,US,
MEDLIN HEATING & A/C,15689,100000046345108,100000046354617,BILL_TO,100000046340545,3905,MEDLIN HEATING & A/C,100000046349532,A,16029,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6304,1408 PINEVIEW DR,,,,COLUMBIA,29209,SC,US,
PAYNE A/C & HTG,15690,100000046345658,100000046353912,BILL_TO,100000046340546,5047,PAYNE A/C & HTG,100000046350674,A,16579,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5599,1048 E OLEANDER ST,,,,LAKELAND,33801,FL,US,
ACTION AIR OF MEMPHIS,15691,100000046346520,100000046355312,BILL_TO,100000046340547,4679,ACTION AIR OF MEMPHIS,100000046350306,A,17441,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6999,7355 VONDEL COVE,,,,MEMPHIS,38133,TN,US,
201 POPLAR,15692,100000046345899,100000046354178,BILL_TO,100000046340548,4747,201 POPLAR,100000046350374,A,16820,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5865,201 POPLAR AVE,,,,MEMPHIS,38103,TN,US,
SPRINGFIELD HEATING & AIR LL,15693,100000046345900,100000046354622,BILL_TO,100000046340549,3657,SPRINGFIELD HEATING & AIR LL,100000046349284,A,16821,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6309,261 N TAYLOR LN,,,,MADISON,39110,MS,US,
BLACKMORE & GLUNT INC,15694,100000046344864,100000046355117,BILL_TO,100000046340550,4448,BLACKMORE & GLUNT INC,100000046350075,A,15785,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6804,12 KIMLER DR,,,,MARYLAND HEIGHTS,63043,MO,US,
CHAWLA INNS INC,15695,100000046345901,100000046353323,BILL_TO,100000046340551,3911,CHAWLA INNS INC,100000046349538,A,16822,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5010,1300 HWY 8 W,,,,CLEVELAND,38732,MS,US,
POOJA B LLC,15696,100000046346523,100000046354180,BILL_TO,100000046340552,4190,POOJA B LLC,100000046349817,A,17444,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5867,80 DEENA COVE,,,,COVINGTON,38101,TN,US,
NEIVEL PRECISION PLBG & MECH,15697,100000046344866,100000046354510,BILL_TO,100000046340553,3658,NEIVEL PRECISION PLBG & MECH,100000046349285,A,15787,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6197,120 ARTERIAL RD,,,,SYRACUSE,13206,NY,US,
SHREYA INVESTMENTS,15698,100000046345670,100000046353925,BILL_TO,100000046340554,3919,SHREYA INVESTMENTS,100000046349546,A,16591,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5612,1400 N 18TH ST,,,,WEST MEMPHIS,72301,AR,US,
AGUIRRE BLDG SYSTEMS,15699,100000046345673,100000046355319,BILL_TO,100000046340555,5094,AGUIRRE BLDG SYSTEMS,100000046350721,A,16594,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7006,10670 N CENTRAL EXPRESSWAY,,,,DALLAS,75231,TX,US,
