PARTY_NAME,PARTY_NUMBER,PARTY_SITE_ID,SITE_USE_ID,SITE_USE_CODE,PARTY_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,CUST_ACCOUNT_ID,ACCOUNT_STATUS,PARTY_SITE_NUMBER,PARTY_SITE_STATUS,START_DATE,END_DATE,PRIMARY_FLAG,BILL_TO_FLAG,SHIP_TO_FLAG,LOCATION,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,CITY,POSTAL_CODE,STATE,COUNTRY,row_number
FAIRFEILD INN & SUITES,15700,100000046345368,100000046355322,BILL_TO,100000046340556,5072,FAIRFEILD INN & SUITES,100000046350699,A,16289,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7009,3070 TOM WATSON DR,,,,TUPELO,38866,MS,US,
VOEGLE MECHANICAL,15701,100000046346534,100000046355323,BILL_TO,100000046340557,4695,VOEGLE MECHANICAL,100000046350322,A,17455,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7010,3601 RUSSELL DR,,,,NORTH LITTLE ROCK,72231,AR,US,
JA SMITH HEATING & A/C,15702,100000046345919,100000046353929,BILL_TO,100000046340558,3926,JA SMITH HEATING & A/C,100000046349553,A,16840,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5616,360 PATRICIA DR,,,,WARMINSTER,18974,PA,US,
JLL/CARRIER CORRIGO,15703,100000046345921,100000046353331,BILL_TO,100000046340559,3670,JLL/CARRIER CORRIGO,100000046349297,A,16842,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5018,PO BOX 4817,,,,PORTLAND,97208,OR,US,
JOHNSTONE SUPPLY,15704,100000046345923,100000046353333,BILL_TO,100000046340560,5075,JOHNSTONE SUPPLY,100000046350702,A,16844,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5020,2609 DEARBORN ST,,,,EASTON,18045,PA,US,
CHAWLA HOTELS,15705,100000046346538,100000046355170,BILL_TO,100000046340561,4697,CHAWLA HOTELS,100000046350324,A,17459,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6857,PO BOX 1701,,,,GREENWOOD,38935,MS,US,
CITY OF CLEVELAND,15706,100000046346293,100000046354567,BILL_TO,100000046340562,3930,CITY OF CLEVELAND,100000046349557,A,17214,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6254,100 N ST,,,,CLEVELAND,38732,MS,US,
MAKAN HOSPITALITY MANAGEMENT,15707,100000046346539,100000046354196,BILL_TO,100000046340563,4760,MAKAN HOSPITALITY MANAGEMENT,100000046350387,A,17460,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5883,PO BOX 24117,,,,LITTLE ROCK,72221,AR,US,
KBM SOLUTIONS LLC,15708,100000046344872,100000046354197,BILL_TO,100000046340564,3933,KBM SOLUTIONS LLC,100000046349560,A,15793,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5884,113 RED HILL CHURCH RD,,,,LUMBERTON,39455,MS,US,
SMITH'S HEATING COOLING & GEN,15709,100000046345374,100000046354571,BILL_TO,100000046340565,4699,SMITH'S HEATING COOLING & GEN,100000046350326,A,16295,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6258,885 STILLWOOD LN SE,,,,BOGUE CHITTO,39629,MS,US,
PRESSURE TECH LLC,15710,100000046345680,100000046355375,BILL_TO,100000046340566,4703,PRESSURE TECH LLC,100000046350330,A,16601,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7062,PO BOX 641,,,,WALNUT,38683,MS,US,
SIMMONS FARM RAISED CATFISH,15711,100000046346545,100000046353644,BILL_TO,100000046340567,4204,SIMMONS FARM RAISED CATFISH,100000046349831,A,17466,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5331,2628 ERICKSON RD,,,,YAZOO CITY,39194,MS,US,
JJP MECHANICAL REPS LLC,15712,100000046345681,100000046355377,BILL_TO,100000046340568,4205,JJP MECHANICAL REPS LLC,100000046349832,A,16602,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7064,2969 ARMORY DR,,,,NASHVILLE,37204,TN,US,
MESA MECHANICAL,15713,100000046345960,100000046355378,BILL_TO,100000046340569,5116,MESA MECHANICAL,100000046350743,A,16881,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7065,3514 PINEMONT DR,,,,HOUSTON,77018,TX,US,
JM SMUCKER COMPANY,15714,100000046345963,100000046354795,BILL_TO,100000046340570,4456,JM SMUCKER COMPANY,100000046350083,A,16884,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6482,PO BOX 88,,,,ORRVILLE,44667,OH,US,
LARRY BATCHELOR MECH,15715,100000046344519,100000046353341,BILL_TO,100000046340571,5117,LARRY BATCHELOR MECH,100000046350744,A,15440,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5028,237 BULLDOG RD,,,,FREEPORT,32439,FL,US,
SOUTHERN PIPE,15716,100000046344879,100000046353648,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,15800,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,5335,417 TUSCALOOSA RD,,,,COLUMBUS,39702,MS,US,
SOUTHERN PIPE,15716,100000046345126,100000046354798,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16047,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6485,614 ELAINE ST,,,,WAVELAND,39576,MS,US,
SOUTHERN PIPE,15716,100000046345127,100000046353342,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16048,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,5029,1000 RUSHING CIR,,,,LITTLE ROCK,72204,AR,US,
SOUTHERN PIPE,15716,100000046345382,100000046353647,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16303,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,5334,203 KILGORE DR,,,,CABOT,72023-3340,AR,US,
SOUTHERN PIPE,15716,100000046345383,100000046353650,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16304,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,5337,2135 HARKRIDER,,,,CONWAY,72032,AR,US,
SOUTHERN PIPE,15716,100000046345384,100000046353293,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16305,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,4980,401 E BROADWAY,,,,WEST MEMPHIS,72301,AR,US,
SOUTHERN PIPE,15716,100000046345385,100000046354643,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16306,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6330,1909 GRANDVIEW DR,,,,LAUREL,39440,MS,US,
SOUTHERN PIPE,15716,100000046345683,100000046354642,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16604,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6329,PO BOX 1511,,,,HATTIESBURG,39401,MS,US,
SOUTHERN PIPE,15716,100000046345684,100000046353649,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16605,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,5336,1617 CASH RD,,,,CAMDEN,71701,AR,US,
SOUTHERN PIPE,15716,100000046345685,100000046353651,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16606,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,5338,PO BOX 1786,,,,TUPELO,38802,MS,US,
SOUTHERN PIPE,15716,100000046345937,100000046354641,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16858,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6328,PO BOX 13777,,,,PHILADELPHIA,19101,PA,US,
SOUTHERN PIPE,15716,100000046345938,100000046355186,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16859,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6873,1000 QUEENSWAY ST,,,,SEARCY,72143,AR,US,
SOUTHERN PIPE,15716,100000046345966,100000046353292,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16887,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4979,2616 W OXFORD LOOP,,,,OXFORD,38655-5441,MS,US,
SOUTHERN PIPE,15716,100000046345967,100000046354799,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16888,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6486,PO BOX 1057,,,,BENTON,72018,AR,US,
SOUTHERN PIPE,15716,100000046345968,100000046355187,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,16889,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6874,102 HOLLOWAY BLVD,,,,RICHLAND,39218-9378,MS,US,
SOUTHERN PIPE,15716,100000046346555,100000046355384,BILL_TO,100000046340572,3943,SOUTHERN PIPE,100000046349570,A,17476,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,7071,2008 S FULTON DR,,,,CORINTH,38834,MS,US,
TRI-STATE REFRIGERATION,15717,100000046344880,100000046353343,BILL_TO,100000046340573,3679,TRI-STATE REFRIGERATION,100000046349306,A,15801,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5030,528 JOHN HILL RD,,,,BRIGHTON,38011,TN,US,
TRI-STATE REFRIGERATION,15717,100000046345386,100000046354800,BILL_TO,100000046340573,3679,TRI-STATE REFRIGERATION,100000046349306,A,16307,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6487,PO BOX 342,,,,BRIGHTON,38011,TN,US,
SPRINGHILL SUITES,15718,100000046344523,100000046354802,BILL_TO,100000046340574,4707,SPRINGHILL SUITES,100000046350334,A,15444,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6489,85 W CT AVE,,,,MEMPHIS,38103,TN,US,
BAPTIST MEDICAL CLINIC CARTHAG,15719,100000046345129,100000046353295,BILL_TO,100000046340575,4771,BAPTIST MEDICAL CLINIC CARTHAG,100000046350398,A,16050,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4982,302 ELLIS ST,,,,CARTHAGE,39051,MS,US,
HALLORAN CENTRE,15720,100000046345943,100000046354214,BILL_TO,100000046340576,5123,HALLORAN CENTRE,100000046350750,A,16864,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5901,225 S MAIN ST,,,,MEMPHIS,38103,TN,US,
HOLIDAY INN,15721,100000046344525,100000046353296,BILL_TO,100000046340577,4773,HOLIDAY INN,100000046350400,A,15446,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4983,CENTENNIAL DR,,,,MEMPHIS,38125,TN,US,
HOLIDAY INN,15721,100000046344882,100000046354645,BILL_TO,100000046340577,4773,HOLIDAY INN,100000046350400,A,15803,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6332,822 REELFOOT DR,,,,DYERSBURG,38024,TN,US,
HOLIDAY INN,15721,100000046345134,100000046354646,BILL_TO,100000046340577,4773,HOLIDAY INN,100000046350400,A,16055,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6333,4225 AMERICAN WAY,,,,MEMPHIS,38118,TN,US,
HOLIDAY INN,15721,100000046345390,100000046354806,BILL_TO,100000046340577,4773,HOLIDAY INN,100000046350400,A,16311,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6493,280 MARATHON WAY,,,,SOUTHAVEN,38671,MS,US,
HOLIDAY INN,15721,100000046345687,100000046355190,BILL_TO,100000046340577,4773,HOLIDAY INN,100000046350400,A,16608,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6877,1311 WET N WILD WAY,,,,ARLINGTON,76011,TX,US,
HOLIDAY INN,15721,100000046345969,100000046354215,BILL_TO,100000046340577,4773,HOLIDAY INN,100000046350400,A,16890,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,5902,100 N FRONTAGE RD,,,,MERIDIAN,39301,MS,US,
LURIE & ASSOCIATES LLC,15722,100000046344884,100000046353655,BILL_TO,100000046340578,3386,LURIE & ASSOCIATES LLC,100000046349013,A,15805,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5342,2650 THOUSAND OAKS BLVD STE 2350,,,,MEMPHIS,38118,TN,US,
ZIMMERMAN PLBG HTG & A/C IN,15723,100000046346558,100000046354808,BILL_TO,100000046340579,4464,ZIMMERMAN PLBG HTG & A/C IN,100000046350091,A,17479,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6495,718 E 7TH ST,,,,HAYS,67601,KS,US,
CONSERV BUILDING SERVICES,15724,100000046345971,100000046354647,BILL_TO,100000046340580,4209,CONSERV BUILDING SERVICES,100000046349836,A,16892,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6334,6354 118TH AVE N,,,,LARGO,33773,FL,US,
DANNY LARCOM HTG & AIR INC,15725,100000046345948,100000046354810,BILL_TO,100000046340581,4779,DANNY LARCOM HTG & AIR INC,100000046350406,A,16869,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6497,1600 W MAIN ST,,,,UNION CITY,38261,TN,US,
AIRCO,15726,100000046344527,100000046353349,BILL_TO,100000046340582,3684,AIRCO,100000046349311,A,15448,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5036,1518 CENTRAL PARK DR,,,,HURST,76053,TX,US,
HERNANDEZ HVAC,15727,100000046345394,100000046353658,BILL_TO,100000046340583,4468,HERNANDEZ HVAC,100000046350095,A,16315,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5345,226 RANGE DR,,,,GARLAND,75040,TX,US,
INTEGRITY MECHANICAL SOLUTIONS,15728,100000046345139,100000046353660,BILL_TO,100000046340584,3685,INTEGRITY MECHANICAL SOLUTIONS,100000046349312,A,16060,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5347,6694 FLETCHER CREEK COVE,,,,MEMPHIS,38133,TN,US,
MEMPHIS BUSINESS ACADEMY,15729,100000046345693,100000046355389,BILL_TO,100000046340585,4780,MEMPHIS BUSINESS ACADEMY,100000046350407,A,16614,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7076,3306 OVERTON CROSSING,,,,MEMPHIS,38127,TN,US,
JACKSON PURCHASE DISTILLERY,15730,100000046345694,100000046354815,BILL_TO,100000046340586,4213,JACKSON PURCHASE DISTILLERY,100000046349840,A,16615,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6502,PO BOX 6208,,,,LOUISVILLE,40206,KY,US,
EVOLVED TECHNOLOGIES LLC,15731,100000046344532,100000046353670,BILL_TO,100000046340587,3397,EVOLVED TECHNOLOGIES LLC,100000046349024,A,15453,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5357,4966 POPLAR AVE,,,,MEMPHIS,38117,TN,US,
CITY OF SHERIDAN,15732,100000046345981,100000046353671,BILL_TO,100000046340588,3399,CITY OF SHERIDAN,100000046349026,A,16902,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5358,304 GATZKE DR,,,,SHERIDAN,72150,AR,US,
STUDIO 6 PORT ALLEN,15733,100000046345148,100000046353673,BILL_TO,100000046340589,5139,STUDIO 6 PORT ALLEN,100000046350766,A,16069,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5360,414 RED ROBIN TRAIL,,,,LAFAYETTE,70508,LA,US,
IP CASINO & RESORTS,15734,100000046344539,100000046353355,BILL_TO,100000046340590,4238,IP CASINO & RESORTS,100000046349865,A,15460,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5042,850 BAYVIEW AVE,,,,BILOXI,39530,MS,US,
TIDEWATER INC,15735,100000046344540,100000046354661,BILL_TO,100000046340591,3691,TIDEWATER INC,100000046349318,A,15461,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6348,6625 SELNICK DR,,,,ELKRIDGE,21075,MD,US,
PARK PLACE PARTNERS LLC,15736,100000046346305,100000046353675,BILL_TO,100000046340592,3954,PARK PLACE PARTNERS LLC,100000046349581,A,17226,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5362,2407 CHRISTMASVILLE CV,,,,JACKSON,38305,TN,US,
WHOLESALE ELECTRIC SUPPLY INC,15737,100000046344898,100000046354662,BILL_TO,100000046340593,5141,WHOLESALE ELECTRIC SUPPLY INC,100000046350768,A,15819,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6349,PO BOX 1258,,,,TEXARKANA,75504,TX,US,
DRURY SUITES #76 CAPEGIRARDEAU,15738,100000046345985,100000046355397,BILL_TO,100000046340594,5142,DRURY SUITES #76 CAPEGIRARDEAU,100000046350769,A,16906,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7084,PO BOX 910,,,,CAPE GIRARDEAU,63702,MO,US,
LAKE MECHANICAL,15739,100000046345986,100000046353246,BILL_TO,100000046340595,4219,LAKE MECHANICAL,100000046349846,A,16907,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4933,1042 MITT NAQUIN,,,,ARNAUDVILLE,70512,LA,US,
MISSISSIPPI STATE UNV ATHLETIC,15740,100000046346309,100000046355399,BILL_TO,100000046340596,3694,MISSISSIPPI STATE UNV ATHLETIC,100000046349321,A,17230,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7086,PO BOX 5327,,,,MISSISSIPPI STATE,39762,MS,US,
ADVANCED INDUSTRIAL MANAGEMENT,15741,100000046345699,100000046353677,BILL_TO,100000046340597,4220,ADVANCED INDUSTRIAL MANAGEMENT,100000046349847,A,16620,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5364,998 NANDINO BLVD,,,,LEXINGTON,40511,KY,US,
BDMP CONSTRUCTION,15742,100000046346311,100000046354235,BILL_TO,100000046340598,4790,BDMP CONSTRUCTION,100000046350417,A,17232,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5922,4001 SPRAYBERRY LN,,,,CONROE,77303,TX,US,
ETAIROS PARTS,15743,100000046345989,100000046354873,BILL_TO,100000046340599,4725,ETAIROS PARTS,100000046350352,A,16910,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6560,1847 VANDERHORN,,,,MEMPHIS,38134,TN,US,
MIDWEST HEATING & COOLING,15744,100000046345996,100000046354676,BILL_TO,100000046340600,4731,MIDWEST HEATING & COOLING,100000046350358,A,16917,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6363,421 MCKENZIE RD,,,,MUKWONAGO,53149,WI,US,
RGB SERVICE,15745,100000046344555,100000046353258,BILL_TO,100000046340601,3709,RGB SERVICE,100000046349336,A,15476,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4945,PO BOX 1927,,,,JONESBORO,72403,AR,US,
NORTH MISSISSIPPI MEDICAL CENT,15746,100000046345167,100000046353367,BILL_TO,100000046340602,3710,NORTH MISSISSIPPI MEDICAL CENT,100000046349337,A,16088,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5054,176 S MAIN ST,,,,PONTOTOC,38863,MS,US,
STIX,15747,100000046345419,100000046354880,BILL_TO,100000046340603,4255,STIX,100000046349882,A,16340,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6567,4680 MERCHANTS PARK CIR,,,,COLLIERVILLE,38017,TN,US,
TRANE US INC,15748,100000046346003,100000046354884,BILL_TO,100000046340604,4735,TRANE US INC,100000046350362,A,16924,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6571,PO BOX 2380,,,,DAVIDSON,28036,NC,US,
MCEARL ELECTRIC,15749,100000046345423,100000046353266,BILL_TO,100000046340605,3737,MCEARL ELECTRIC,100000046349364,A,16344,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4953,PO BOX 267,,,,HENDERSON,38340,TN,US,
DZIADEK A/C & REFRIGERATION,15750,100000046344567,100000046354683,BILL_TO,100000046340606,3739,DZIADEK A/C & REFRIGERATION,100000046349366,A,15488,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6370,5814 PATTON ST,,,,CORPUS CHRISTI,78414,TX,US,
COAHOMA COMMUNITY COLLEGE,15751,100000046344919,100000046353700,BILL_TO,100000046340607,5164,COAHOMA COMMUNITY COLLEGE,100000046350791,A,15840,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5387,3240 FRIARS POINT RD,,,,CLARKSDALE,38614,MS,US,
MACY'S,15752,100000046346008,100000046353379,BILL_TO,100000046340608,4257,MACY'S,100000046349884,A,16929,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5066,2101 E KEMPER RD,,,,CINCINNATI,45241,OH,US,
HOBBS & ASSOCIATES INC,15753,100000046345178,100000046354262,BILL_TO,100000046340609,3421,HOBBS & ASSOCIATES INC,100000046349048,A,16099,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5949,4850 BROOKSIDE CT,,,,NORFOLK,23502-2052,VA,US,
SOUTHERN ELECTRIC,15754,100000046346329,100000046353383,BILL_TO,100000046340610,5168,SOUTHERN ELECTRIC,100000046350795,A,17250,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5070,86 VOLUNTEER BLVD,,,,JACKSON,38305,TN,US,
C F GOLLOTT SON SEAFOOD INC,15755,100000046346015,100000046353706,BILL_TO,100000046340611,3747,C F GOLLOTT SON SEAFOOD INC,100000046349374,A,16936,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5393,PO BOX 1191,,,,BILOXI,39533,MS,US,
AKIMA INTRA-DATA LLC,15756,100000046345722,100000046355268,BILL_TO,100000046340612,4474,AKIMA INTRA-DATA LLC,100000046350101,A,16643,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6955,2553 DULLES VIEW DR STE 700,,,,HERNDON,20171,VA,US,
WALKER HEATING & AIR LLC,15757,100000046344579,100000046353385,BILL_TO,100000046340613,4807,WALKER HEATING & AIR LLC,100000046350434,A,15500,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5072,1300 KARCHER RD,,,,SOMERVILLE,38068,TN,US,
DARANA HYBRID INC,15758,100000046345723,100000046354265,BILL_TO,100000046340614,3451,DARANA HYBRID INC,100000046349078,A,16644,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5952,903 BELLE AVE,,,,HAMILTON,45015,OH,US,
DENNIS ENGINEERING GROUP LLC,15759,100000046344929,100000046353279,BILL_TO,100000046340615,3453,DENNIS ENGINEERING GROUP LLC,100000046349080,A,15850,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4966,1537 MAIN ST,,,,SPRINGFIELD,01103,MA,US,
GCG HOSPITALITY DBA LAQUINTA,15760,100000046346331,100000046354892,BILL_TO,100000046340616,4809,GCG HOSPITALITY DBA LAQUINTA,100000046350436,A,17252,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6579,310 UNION AVE,,,,MEMPHIS,38103,TN,US,
BENTON COUNTY GOVERNMENT,15761,100000046345434,100000046354894,BILL_TO,100000046340617,4268,BENTON COUNTY GOVERNMENT,100000046349895,A,16355,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6581,215 E CENTRAL AVE,,,,BENTONVILLE,72712,AR,US,
SYLVESTER & COCKRUM INC,15762,100000046346020,100000046354895,BILL_TO,100000046340618,3454,SYLVESTER & COCKRUM INC,100000046349081,A,16941,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6582,600 GUN CLUB RD,,,,WINSTON SALEM,27103,NC,US,
A/C DOCTORS INC,15763,100000046346554,100000046353291,BILL_TO,100000046340619,4770,A/C DOCTORS INC,100000046350397,A,17475,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4978,PO BOX 1527,,,,JENSEN BEACH,34958,FL,US,
MUSE HEATING & AIR CONDITIONIN,15764,100000046345686,100000046354211,BILL_TO,100000046340620,3944,MUSE HEATING & AIR CONDITIONIN,100000046349571,A,16607,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5898,1610 DANCY BLVD,,,,HORN LAKE,38637,MS,US,
TARGET HOUSE,15765,100000046345132,100000046355386,BILL_TO,100000046340621,4708,TARGET HOUSE,100000046350335,A,16053,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7073,1811 POPLAR AVE,,,,MEMPHIS,38104,TN,US,
AGRICENTER INTERNATIONAL,15766,100000046345688,100000046355191,BILL_TO,100000046340622,4709,AGRICENTER INTERNATIONAL,100000046350336,A,16609,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6878,7777 WALNUT GROVE RD,,,,MEMPHIS,38120,TN,US,
JR'S BODY SHOP,15767,100000046345946,100000046353654,BILL_TO,100000046340623,4710,JR'S BODY SHOP,100000046350337,A,16867,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5341,4249 US HWY 45 E,,,,SOUTH FULTON,38257,TN,US,
