Transaction Number,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Bill-to Customer,Entered Amount,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Batch Name,Bill-to Customer Site,Due Date,Primary Salesperson,Po Number,Bill-to Customer Account Number,Document Number,Unnamed: 19,Unnamed: 37
242947-1,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,16.96,USD,2025-12-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-01-16 00:00:00,Dorse House Account,2201-2725,3557,151000001310,,
240867-1,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,1232,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-08 00:00:00,Dorse House Account,PO033172,4269,151000001542,,
244138,Conversion,Invoice,Invoice,Yes,Complete,EMERALD AIRE INC,2992,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3175,2026-02-21 00:00:00,Dorse House Account,11805,4293,151000000750,,
244236-2,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,750,USD,2026-02-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-03-05 00:00:00,Dorse House Account,2201,3557,151000001293,,
245967,Conversion,Invoice,Invoice,Yes,Complete,EMERALD AIRE INC,800,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3175,2026-03-28 00:00:00,Dorse House Account,12349,4293,151000000754,,
244993,Conversion,Invoice,Invoice,Yes,Complete,JRT MECHANICAL INC,2085,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4590,2026-03-28 00:00:00,Dorse House Account,1520,3188,151000001218,,
241626-2,Conversion,Invoice,Invoice,Yes,Complete,R & H MECHANICAL INC,1059,USD,2026-01-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3176,2026-02-19 00:00:00,Dorse House Account,118668,3032,151000001401,,
245354,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,320,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-15 00:00:00,Dorse House Account,691980,3377,151000001052,,
245614,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,80.76,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,693579,3377,151000001485,,
239292-2,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,11907,USD,2025-12-01 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2025-12-31 00:00:00,Dorse House Account,M3011/W-00006,3049,151000000946,,
242736-1,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,245,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-02-28 00:00:00,Dorse House Account,1057114-09495,3336,151000001376,,
245063,Conversion,Invoice,Invoice,Yes,Complete,PRECISE HEATING & COOLING LLC,1109.13,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2471,2026-03-12 00:00:00,Dorse House Account,Alloy,3904,151000000872,,
243685,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,3920,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-08 00:00:00,Dorse House Account,1021709-46261,3528,151000001684,,
244539,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,32100,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-26 00:00:00,Dorse House Account,JM00592,3887,151000001708,,
243191,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,4450,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-06 00:00:00,Dorse House Account,25350183,3442,151000000806,,
245059,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,4060,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-13 00:00:00,Dorse House Account,JM00594,3887,151000001707,,
244970,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,275,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-15 00:00:00,Dorse House Account,23267-216456,4018,151000000180,,
241526,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,4847.41,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-06 00:00:00,Dorse House Account,PO034153,4269,151000001128,,
243809,Conversion,Invoice,Invoice,Yes,Complete,R & H MECHANICAL INC,3066,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3176,2026-03-13 00:00:00,Dorse House Account,71548491-101,3032,151000001402,,
243508,Conversion,Invoice,Invoice,Yes,Complete,SOUND HEATING AND A/C,118,USD,2025-12-31 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3405,2026-01-30 00:00:00,Dorse House Account,Kendrick Landing,3297,151000000616,,
243627-1,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,659,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-08 00:00:00,Dorse House Account,684408,3377,151000001226,,
244112,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,297.9,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-15 00:00:00,Dorse House Account,PO037345,4269,151000000732,,
242275,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,1701,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-12 00:00:00,Dorse House Account,PO034177,4269,151000000358,,
243913-1,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,9810,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-03-07 00:00:00,Dorse House Account,R250255,3576,151000000283,,
243264,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,100.44,USD,2026-01-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-12 00:00:00,Dorse House Account,685669,3377,151000000303,,
246054,Conversion,Invoice,Invoice,Yes,Complete,STEELE MECHANICAL,300,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34315,2026-03-28 00:00:00,Dorse House Account,Mosaic & VMP,3387,151000001124,,
245267,Conversion,Invoice,Invoice,Yes,Complete,AIR SYSTEMS ENGINEERING INC,59.2,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2696,2026-03-13 00:00:00,Dorse House Account,4414M39,3987,151000000273,,
245242,Conversion,Invoice,Invoice,Yes,Complete,GROPP HEATING AIR & ELECTRIC,623.28,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4448,2026-03-20 00:00:00,Dorse House Account,32838,3539,151000000649,,
244441-2,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,70,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-06 00:00:00,Dorse House Account,1022319-63374,3528,151000001204,,
245205,Conversion,Invoice,Invoice,Yes,Complete,DIAMOND HEATING,346.08,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2312,2026-03-12 00:00:00,Dorse House Account,Tukwila 1,4231,151000000654,,
245228-2,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,4342,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-28 00:00:00,Dorse House Account,54347-9897,4010,151000000933,,
245547,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,2575,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-03-26 00:00:00,Dorse House Account,R260335,3576,151000000290,,
245082,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,200.34,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-06 00:00:00,Dorse House Account,25229,3887,151000000246,,
244556,Conversion,Invoice,Invoice,Yes,Complete,COWDREY MECHANICAL SYSTEMS LLC,155.66,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4912,2026-03-08 00:00:00,Dorse House Account,M-CO1InandOut,3309,151000000496,,
243142-1,Conversion,Invoice,Invoice,Yes,Complete,AMS,29.8,USD,2025-12-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-01-21 00:00:00,Dorse House Account,Polaris at Totam Lake,3112,151000001285,,
242477,Conversion,Invoice,Invoice,Yes,Complete,DIAMOND CONSTRUCTION SERVICES LLC,234.5,USD,2025-12-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3208,2026-01-02 00:00:00,Dorse House Account,Puyallup 1,3501,151000001150,,
245380,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,1094,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2026-03-22 00:00:00,Dorse House Account,SS3231/W-00002,3049,151000000718,,
245786,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,618.89,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-27 00:00:00,Dorse House Account,694315,3377,151000001269,,
244063,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,1902,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-08 00:00:00,Dorse House Account,32113,4289,151000001698,,
244581-2,Conversion,Invoice,Invoice,Yes,Complete,ENVIROMECH,890,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3007,2026-03-26 00:00:00,Dorse House Account,25-696-RM,3868,151000000568,,
243573,Conversion,Invoice,Invoice,Yes,Complete,VITAL MECHANICAL SERVICE,1409.53,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2472,2026-02-08 00:00:00,Dorse House Account,305111,4042,151000001468,,
244982,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,1170,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-13 00:00:00,Dorse House Account,53865-9868,4010,151000001517,,
245031,Conversion,Invoice,Invoice,Yes,Complete,ABSOLUTE COMFORT TECHNOLOGY,761,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3493,2026-03-14 00:00:00,Dorse House Account,260013,4229,151000000107,,
242339,Conversion,Invoice,Invoice,Yes,Complete,AMS,720,USD,2025-12-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-01-21 00:00:00,Dorse House Account,022-015,3112,151000001501,,
245283,Conversion,Invoice,Invoice,Yes,Complete,REFRIGERATION UNLIMITED,1056.46,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3337,2026-03-13 00:00:00,Dorse House Account,PO000013174,4217,151000000597,,
244778,Conversion,Invoice,Invoice,Yes,Complete,STEELHEAD MECHANICAL,1796,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2180,2026-03-13 00:00:00,Dorse House Account,travis8,3543,151000000647,,
245041-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,2734.29,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-13 00:00:00,Dorse House Account,32542,4289,151000000408,,
245922,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,660,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-28 00:00:00,Dorse House Account,25357078,3442,151000001664,,
245809,Conversion,Credit Memo,Credit Memo,No,Incomplete,TOTAL ENERGY MANAGEMENT,-101.01,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,2868,,Dorse House Account,23492-216762,4018,,,
245646,Conversion,Invoice,Invoice,Yes,Complete,DELTA TECHNOLOGY CORPORATION,1030,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4595,2026-03-26 00:00:00,Dorse House Account,3587-2403-630,3607,151000001199,,
245169,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,1020,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-12 00:00:00,Dorse House Account,JM00596,3887,151000001705,,
244500,Conversion,Invoice,Invoice,Yes,Complete,JH KELLY LLC,1218.15,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3951,2026-03-13 00:00:00,Dorse House Account,25460.0051,3686,151000000024,,
244543,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,5890,USD,2026-02-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-03-25 00:00:00,Dorse House Account,1057809-09741,3336,151000000364,,
244615-2,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,1586,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-13 00:00:00,Dorse House Account,32346,4289,151000000400,,
245330,Conversion,Invoice,Invoice,Yes,Complete,DIAMOND CONSTRUCTION SERVICES LLC,29.56,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3208,2026-03-14 00:00:00,Dorse House Account,Tukwila 1,3501,151000000172,,
244112-2,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,70.75,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-15 00:00:00,Dorse House Account,PO037345,4269,151000000731,,
244471,Conversion,Invoice,Invoice,Yes,Complete,STEELE MECHANICAL,710.8,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34315,2026-03-23 00:00:00,Dorse House Account,KOZ,3387,151000000101,,
245399,Conversion,Invoice,Invoice,Yes,Complete,PACIFIC AIR CONTROL INC,428,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4906,2026-03-19 00:00:00,Dorse House Account,10762,3849,151000000164,,
243700,Conversion,Invoice,Invoice,Yes,Complete,K & D MECHANICAL INC,725,USD,2026-01-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2580,2026-02-07 00:00:00,Dorse House Account,Crash Champions,4090,151000000257,,
245128,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,16600,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,690951,3377,151000001514,,
244920-7,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,5000,USD,2026-02-28 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-30 00:00:00,Dorse House Account,BF928870,4103,151000000345,,
244372-1,Conversion,Invoice,Invoice,Yes,Complete,BLYTHE MECHANICAL INC,10000,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4766,2026-03-18 00:00:00,Dorse House Account,15215,3223,151000000658,,
245322,Conversion,Invoice,Invoice,Yes,Complete,CAMPBELL & COMPANY INC,3850,USD,2026-02-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3800,2026-03-21 00:00:00,Dorse House Account,1249086,4252,151000000916,,
245856,Conversion,Invoice,Invoice,Yes,Complete,VITAL MECHANICAL SERVICE,336.01,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2472,2026-03-27 00:00:00,Dorse House Account,305996,4042,151000001007,,
244669-2,Conversion,Invoice,Invoice,Yes,Complete,AMS,150,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-14 00:00:00,Dorse House Account,Planet Fitness Sammamish,3112,151000001071,,
240476,Conversion,Invoice,Invoice,Yes,Complete,GASLINE MECHANICAL INC,446,USD,2025-10-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3066,2025-11-15 00:00:00,Dorse House Account,DHABA,3699,151000000071,,
244409,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,2190,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-22 00:00:00,Dorse House Account,3185,4006,151000000589,,
240867,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,3331.66,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-08 00:00:00,Dorse House Account,PO033172,4269,151000001543,,
244045,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,180.9,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-15 00:00:00,Dorse House Account,686670,3377,151000001048,,
244419,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,172.18,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-22 00:00:00,Dorse House Account,2820,4006,151000000739,,
243960,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,964.52,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-15 00:00:00,Dorse House Account,3154,4006,151000000584,,
245092,Conversion,Invoice,Invoice,Yes,Complete,PSF MECHANICAL,497.14,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3039,2026-03-12 00:00:00,Dorse House Account,43880-1165-0204,3322,151000000677,,
243384,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,194.22,USD,2025-12-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-01-22 00:00:00,Dorse House Account,2333-0181,3557,151000001297,,
245003,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,820.3,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-07 00:00:00,Dorse House Account,PO038281,4269,151000000148,,
246033,Conversion,Invoice,Invoice,Yes,Complete,JH KELLY LLC,52.4,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3951,2026-03-29 00:00:00,Dorse House Account,25460.0098,3686,151000000029,,
245424,Conversion,Invoice,Invoice,Yes,Complete,CAPITAL HEATING & COOLING,200,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3758,2026-03-15 00:00:00,Dorse House Account,Lacey Lift Station,3785,151000001027,,
245172,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,114.16,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-12 00:00:00,Dorse House Account,691770,3377,151000000059,,
245028,Conversion,Invoice,Invoice,Yes,Complete,PHOENIX MECHANICAL INC,400,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3908,2026-03-13 00:00:00,Dorse House Account,1164,3625,151000000051,,
243812,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,181.92,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-02-08 00:00:00,Dorse House Account,2509-2720,3557,151000000333,,
245524,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,483.08,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-28 00:00:00,Dorse House Account,23123-208654,4018,151000001594,,
243764-1,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,261,USD,2026-01-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-02-16 00:00:00,Dorse House Account,1021801-63374,3528,151000001681,,
245210,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,60,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-12 00:00:00,Dorse House Account,691897,3377,151000000307,,
245030,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,527,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-22 00:00:00,Dorse House Account,23478-213451,4018,151000000594,,
246150,Conversion,Invoice,Invoice,Yes,Complete,THE SALCIDO CONNECTION INC,56,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2932,2026-03-29 00:00:00,Dorse House Account,17704B,3769,151000000799,,
244694,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,3031.6,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-12 00:00:00,Dorse House Account,25191CNC,3887,151000001702,,
239520,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,496,USD,2025-12-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-01-07 00:00:00,Dorse House Account,30381,4289,151000001418,,
242424-1,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,490,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2026-02-08 00:00:00,Dorse House Account,23935/W-00009,3049,151000001322,,
245867,Conversion,Invoice,Invoice,Yes,Complete,RAINIER METAL WORKS,272.25,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34334,2026-03-27 00:00:00,Dorse House Account,101728-230092,3370,151000000265,,
243223-1,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,542,USD,2026-01-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-01 00:00:00,Dorse House Account,BF928363,4103,151000000538,,
243913,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,250,USD,2026-01-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-02-18 00:00:00,Dorse House Account,R250255,3576,151000000281,,
243889,Conversion,Invoice,Invoice,Yes,Complete,AIR DESIGN,2505,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2425,2026-03-28 00:00:00,Dorse House Account,Friedrich WHVT14B33A,3583,151000000069,,
244899,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),18.42,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-03-06 00:00:00,Dorse House Account,60940673,3666,151000001626,,
239377,Conversion,Invoice,Invoice,Yes,Complete,BASIN REFRIGERATION & HEATING,891,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3067,2026-03-15 00:00:00,Dorse House Account,620856-086,4185,151000001014,,
245506,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,147.12,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-20 00:00:00,Dorse House Account,26044088,3442,151000000202,,
243644,Conversion,Invoice,Invoice,Yes,Complete,DAYCO HEATING & AIR,654.29,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3374,2026-03-08 00:00:00,Dorse House Account,106267277,3606,151000000463,,
243949,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,430,USD,2026-01-28 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2026-02-27 00:00:00,Dorse House Account,23939/W-00001,3049,151000000088,,
244397,Conversion,Invoice,Invoice,Yes,Complete,PACIFIC ONE CONSTRUCTION INC,215,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34311,2026-03-04 00:00:00,Dorse House Account,Parkshore,4049,151000000066,,
246135,Conversion,Invoice,Invoice,Yes,Complete,PACIFIC ONE CONSTRUCTION INC,484,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34311,2026-03-29 00:00:00,Dorse House Account,2925 Madison,4049,151000001499,,
245290,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,828,USD,2026-02-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-21 00:00:00,Dorse House Account,26047070,3442,151000000392,,
245954,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,933.2,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-29 00:00:00,Dorse House Account,26055156,3442,151000001424,,
244740,Conversion,Invoice,Invoice,Yes,Complete,NARROWS HEATING & AIR COND,21,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3607,2026-02-28 00:00:00,Dorse House Account,C25-5590,4126,151000001197,,
243281-2,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,1173.92,USD,2025-12-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-01-21 00:00:00,Dorse House Account,2245-2720,3557,151000001295,,
242946,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,188.74,USD,2025-12-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-01-16 00:00:00,Dorse House Account,2511-2720,3557,151000001085,,
245643,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1978.59,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-26 00:00:00,Dorse House Account,693953,3377,151000000063,,
243167,Conversion,Invoice,Invoice,Yes,Complete,AMS,195,USD,2025-12-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-01-28 00:00:00,Dorse House Account,Polaris at Totem Lake,3112,151000001287,,
243645,Conversion,Invoice,Invoice,Yes,Complete,COOLSYS LIGHT COMMERCIAL SOLUTIONS,450,USD,2026-01-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3736,2026-02-04 00:00:00,Dorse House Account,OR8231029,3742,151000001440,,
246017,Conversion,Invoice,Invoice,Yes,Complete,COLLEGE PLACE HEATING,548.53,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4655,2026-03-29 00:00:00,Dorse House Account,PO 43093,4086,151000001334,,
